17959	
	  1	3.858704817e-16	  1	3.473311071e-16	-9.125185991e-17
	  1	2.422493435e-16	  1	-4.329025808e-17	  1
	-6.044921858e-47	9.342835703e-16	  1	-1.9481223e-16	  1
	-1.090429534e-33	  1	1.033929181e-16	  1	1.63579888e-46
	  1	2.152864261e-16	-1.700954034e-16	  1	1.326401225e-16
	  1	-8.193951621e-17	  1	-6.988355545e-17	  1
	6.385943963e-47	-1.516788509e-16	  1	5.326694026e-17	  1
	8.278156596e-17	4.785852284e-16	  1	-8.344983855e-18	  1
	3.877918676e-17	  1	2.968161686e-17	  1	-6.644920824e-33
	4.939212828e-16	  1	-1.155313176e-33	  1	-2.607407761e-17
	  1	-3.914728687e-17	7.601739041e-16	  1	2.313967266e-18
	  1	3.004092835e-17	  1	-1.354250574e-17	  1
	-2.518737218e-34	  1	-5.289513211e-17	  1	6.024308165e-34
	4.266619693e-16	  1	-3.350528196e-17	  1	4.422876936e-18
	8.533013589e-16	  1	2.983077911e-17	  1	-4.77427773e-18
	  1	-1.503910134e-17	1.00896427e-15	  1	1.119664045e-17
	  1	1.479419432e-17	  1	7.337811869e-18	  1
	-1.090855565e-46	  1	2.022853442e-36	1.081593928e-15	  1
	3.767368372e-17	  1	2.968465015e-17	1.250176565e-15	  1
	2.686500406e-17	  1	-2.600074158e-17	  1	-1.554564106e-17
	  1	-1.95439296e-18	  1	2.692476241e-47	  1
	3.148887749e-33	9.408588893e-16	  1	2.991643734e-17	  1
	1.285211905e-17	1.363273329e-15	  1	-1.227134386e-17	  1
	4.228383538e-17	  1	-2.667339798e-18	  1	-6.356030612e-17
	  1	6.792094358e-18	1.547019383e-15	  1	4.422531984e-17
	  1	1.380883163e-32	1.362315072e-15	  1	2.221630242e-17
	  1	-6.032599909e-33	  1	-5.055542067e-17	1.882611146e-15
	  1	7.43782889e-18	  1	-9.976819277e-17	  1
	-3.881863202e-17	  1	-3.419349852e-17	  1	-6.362680868e-48
	  1	-5.000733793e-47	1.619489492e-15	  1	7.130602072e-18
	  1	6.90967836e-18	1.912783203e-15	  1	1.960704047e-17
	  1	-4.628829974e-18	  1	-8.664692763e-18	  1
	6.976513534e-18	1.991763231e-15	  1	-9.10524182e-18	  1
	-1.037750453e-17	  1	1.856400609e-17	  1	9.146570808e-34
	2.393831158e-15	  1	1.753656061e-33	  1	5.663529798e-17
	2.367917587e-15	  1	-1.792481913e-17	  1	-2.032501782e-17
	  1	4.892304927e-17	  1	2.132814735e-47	  1
	-4.263654996e-17	  1	-2.231550698e-47	2.126727017e-15	  1
	-9.448406397e-17	  1	-6.437405523e-17	2.383268886e-15	  1
	8.072287968e-18	  1	-2.83370183e-17	  1	-4.399162872e-18
	  1	-1.5085611e-17	  1	-4.523096394e-17	  1
	-1.17867691e-17	2.645411101e-15	  1	1.502190714e-35	2.433810421e-15
	  1	1.056711091e-17	  1	-2.758333338e-46	  1
	-8.240729848e-18	2.882316404e-15	  1	2.702427998e-18	  1
	1.675669633e-17	  1	-1.955464876e-17	  1	-4.525018673e-17
	  1	-8.193202297e-48	  1	2.491135157e-47	2.469763122e-15
	  1	-2.724143885e-17	2.985936683e-15	  1	3.180507489e-17
	  1	3.148644001e-17	  1	-3.889532461e-17	  1
	6.349740153e-17	3.094893144e-15	  1	-1.611478825e-17	  1
	5.230969315e-17	  1	-1.165337366e-17	  1	-3.599104953e-17
	  1	-3.12000271e-46	  1	-1.006849361e-46	3.237168427e-15
	  1	-1.573106638e-17	3.455928357e-15	  1	-2.831034382e-17
	  1	-1.73469055e-17	  1	8.164102706e-19	  1
	-9.019870737e-48	  1	2.430136463e-18	  1	3.764791089e-47
	2.942059485e-15	  1	3.650783293e-17	3.339221999e-15	  1
	3.253822378e-17	  1	5.57059645e-17	  1	1.734010494e-17
	  1	6.675092193e-18	  1	2.596068564e-17	3.56576412e-15
	  1	8.981610575e-18	  1	3.53393346e-17	  1
	-6.688889365e-47	3.83301364e-15	  1	-2.699896219e-17	  1
	-4.422665602e-46	  1	5.990440111e-17	3.938873221e-15	  1
	4.501126217e-17	  1	5.192918905e-17	  1	2.82605143e-17
	  1	-2.55618302e-47	3.825064937e-15	  1	-3.025312665e-33
	  1	1.981275012e-17	  1	3.450208314e-17	  1
	2.375063299e-17	  1	1.714671331e-17	3.883545394e-15	  1
	5.439842525e-18	  1	3.577285462e-17	4.201433572e-15	  1
	3.483399834e-17	  1	3.173266842e-17	  1	2.188590658e-17
	  1	-1.537701302e-46	4.17391273e-15	  1	1.743135906e-17
	  1	-3.891341017e-46	  1	3.52770302e-17	4.396713435e-15
	  1	3.266707107e-17	  1	5.970138523e-17	  1
	3.503228336e-17	  1	-1.292096793e-33	  1	2.033226863e-17
	  1	3.480272733e-48	4.243914354e-15	  1	4.810701134e-17
	  1	2.256861147e-17	4.406977944e-15	  1	3.930781503e-17
	  1	7.27347231e-17	  1	3.273969324e-17	  1
	1.559705327e-17	  1	1.771520701e-17	  1	7.461086954e-17
	4.654349003e-15	  1	-6.552101095e-47	4.676487468e-15	  1
	2.542685196e-17	  1	-4.773321206e-46	  1	5.288185425e-17
	4.955825099e-15	  1	1.978758639e-17	  1	1.098729018e-16
	  1	-3.183215188e-17	  1	9.094246731e-18	  1
	1.436531385e-33	  1	1.759555583e-33	4.849410219e-15	  1
	3.560537498e-17	  1	2.414119306e-17	  1	-3.045517004e-18
	4.954191723e-15	  1	6.232599409e-18	  1	5.087479773e-17
	  1	3.521139847e-17	  1	4.32366697e-17	  1
	8.698744588e-17	5.221630092e-15	  1	1.875856871e-17	  1
	-1.43969406e-46	5.333609326e-15	  1	4.403160056e-33	  1
	7.689259492e-17	5.375239055e-15	  1	4.978104172e-17	  1
	1.456144042e-17	  1	7.288621571e-17	  1	-8.727173873e-48
	  1	4.649401077e-17	  1	-2.014098204e-47	5.268428627e-15
	  1	2.966324375e-17	  1	3.544693836e-17	  1
	2.530545899e-17	  1	3.605227027e-17	5.433610828e-15	  1
	4.351463913e-17	  1	4.799834827e-17	5.72489719e-15	  1
	4.077395201e-18	  1	2.412759504e-17	  1	-9.307011333e-33
	5.583687131e-15	  1	3.857924834e-19	  1	6.477090383e-33
	  1	-3.616899206e-17	6.023385875e-15	  1	-3.922636035e-17
	  1	6.199783163e-18	  1	-3.774543676e-17	  1
	-3.067748512e-17	  1	3.067045569e-47	  1	-7.356300174e-47
	5.858331535e-15	  1	-4.994811288e-17	  1	1.825263597e-17
	  1	-7.599767401e-17	6.055573055e-15	  1	3.005852564e-17
	  1	2.228125504e-17	6.191849937e-15	  1	-1.831991777e-17
	  1	3.190019064e-17	  1	-9.50791862e-18	  1
	1.145211819e-32	6.482602852e-15	  1	-5.788568488e-17	  1
	-4.436327514e-33	  1	9.421581772e-18	6.532183695e-15	  1
	4.707289935e-19	  1	1.23800876e-17	  1	-4.284159776e-17
	  1	1.020666247e-33	  1	-2.351161164e-17	  1
	1.862691144e-47	6.257838042e-15	  1	2.297886912e-18	  1
	2.427342341e-17	  1	-3.78000111e-17	  1	-2.400678657e-17
	6.673201115e-15	  1	3.320492363e-17	  1	-7.277915659e-17
	  1	-1.647505782e-17	6.896683914e-15	  1	-1.8020675e-17
	  1	1.181146431e-17	  1	-8.772490079e-35	6.891070316e-15
	  1	1.016423588e-32	  1	-8.708959253e-19	7.221393393e-15
	  1	4.232938077e-18	  1	-3.402970158e-17	  1
	-4.564121032e-17	  1	2.653140561e-47	  1	-3.067535465e-17
	  1	-4.920244727e-47	6.7420588e-15	  1	7.21721579e-17
	  1	7.886403349e-17	  1	2.012448066e-17	7.200505747e-15
	  1	4.130393037e-17	  1	3.321308596e-17	  1
	-2.605408143e-17	  1	4.113692633e-17	7.410922975e-15	  1
	-2.611953493e-17	  1	1.344896525e-32	7.541223088e-15	  1
	2.455721724e-17	  1	-2.005982651e-33	  1	3.417077445e-18
	7.762319759e-15	  1	2.218231023e-17	  1	-5.211916481e-17
	  1	3.34767965e-18	  1	1.997536622e-47	  1
	-3.02588084e-17	  1	-2.555148934e-47	7.556296343e-15	  1
	8.859594046e-18	  1	4.776992679e-17	  1	-1.594789715e-17
	7.819403323e-15	  1	5.874526882e-17	  1	-5.235263676e-17
	  1	-3.004294572e-17	  1	2.526299364e-17	  1
