11916	
	0.1907885372	1.003398237e-14	0.1907119423	9.94017475e-15	0.1916112001
	1.108098282e-14	0.1921475962	1.188836767e-14	0.1918670299	1.145133968e-14
	0.1906394329	9.833056871e-15	0.190892812	1.01290019e-14	0.1913886388
	1.08057878e-14	0.1910326521	1.031132427e-14	0.1911964892	1.054965587e-14
	0.1906679838	9.831175345e-15	0.1908050565	1.002811937e-14	0.1906967917
	9.950241501e-15	0.1906529085	9.873892629e-15	0.1914752219	1.090901012e-14
	0.191702796	1.124080706e-14	0.1919053857	1.15239417e-14	0.1921187709
	1.183733949e-14	0.1906108315	9.782617163e-15	0.1909130632	1.013881094e-14
	0.191269013	1.064584211e-14	0.191127202	1.046487864e-14	0.1905945999
	9.7883281e-15	0.1907833294	1.000628988e-14	0.1906256031	9.859875412e-15
	0.1905941062	9.765800153e-15	0.1913739974	1.07550694e-14	0.1912046488
	1.055527609e-14	0.1916125239	1.108915871e-14	0.1915635689	1.100347116e-14
	0.1917831501	1.134182901e-14	0.1920311563	1.166223726e-14	0.1910866862
	1.041540148e-14	0.1905280116	9.731972472e-15	0.1909153628	1.020841457e-14
	0.1909970755	1.027299878e-14	0.1907217524	9.934402494e-15	0.190507792
	9.663013996e-15	0.1905994196	9.796659732e-15	0.1904778187	9.627579424e-15
	0.1904635919	9.640007541e-15	0.1910204011	1.028711574e-14	0.1913352668
	1.072266619e-14	0.1913708639	1.072882088e-14	0.191624561	1.104916961e-14
	0.1918799929	1.144267336e-14	0.1908645023	1.01162216e-14	0.1903753258
	9.570299652e-15	0.1907879129	1.00318655e-14	0.1905574596	9.696344772e-15
	0.1903233786	9.518580391e-15	0.1903858712	9.511067824e-15	0.1902979564
	9.471417973e-15	0.1908116386	1.006686957e-14	0.1911335205	1.045500914e-14
	0.1910170355	1.027382545e-14	0.1911279279	1.04189492e-14	0.1913936082
	1.071168221e-14	0.1916706392	1.111318022e-14	0.1905965365	9.781151246e-15
	0.1901661983	9.275973073e-15	0.1904752358	9.639562697e-15	0.1903767703
	9.542824977e-15	0.1901071169	9.237209182e-15	0.1901612422	9.326868628e-15
	0.1901211301	9.262244325e-15	0.1906518153	9.832615235e-15	0.1904422373
	9.591989232e-15	0.1908628805	1.010675024e-14	0.1911158052	1.038974427e-14
	0.1914014576	1.071720546e-14	0.1902825819	9.418992393e-15	0.1898961637
	8.983663469e-15	0.1901487918	9.268920716e-15	0.1898880184	8.931591545e-15
	0.1899489509	9.068701175e-15	0.1899042238	9.000492243e-15	0.190415545
	9.512148961e-15	0.1902575919	9.34008636e-15	0.1906048558	9.680184493e-15
	0.1908224496	9.901554246e-15	0.1910701501	1.021186953e-14	0.1899534353
	9.030179748e-15	0.1895692141	8.616484211e-15	0.1896010659	8.674470326e-15
	0.1896710827	8.752616682e-15	0.1895899821	8.645685823e-15	0.1896365564
	8.667877855e-15	0.1900443503	9.00049779e-15	0.1897287206	8.720435778e-15
	0.1903968203	9.33267226e-15	0.1901463855	9.132409575e-15	0.1906798012
	9.613839226e-15	0.1893508982	8.299425396e-15	0.1891825368	8.163853849e-15
	0.1891640778	8.141136982e-15	0.1892590757	8.212448225e-15	0.1891970372
	8.161743325e-15	0.1891620121	8.141597264e-15	0.1892818797	8.201770219e-15
	0.1896151197	8.533555885e-15	0.1899967529	8.835146252e-15	0.1896970436
	8.550833018e-15	0.1902311709	9.041927406e-15	0.1889977949	7.860372665e-15
	0.1887352105	7.689877249e-15	0.18878822	7.676655867e-15	0.1888020566
	7.757116067e-15	0.1887324867	7.651884951e-15	0.1887078783	7.670581955e-15
	0.1887743078	7.591538784e-15	0.189125616	7.88988319e-15	0.1894417496
	8.130674091e-15	0.1891885582	7.937362099e-15	0.1897226262	8.357441402e-15
	0.188612722	7.449447882e-15	0.1882562512	7.130744715e-15	0.1882305609
	7.159013758e-15	0.188207823	7.076808344e-15	0.1882960433	7.195911048e-15
	0.1882486972	7.180177114e-15	0.1882066791	6.937616235e-15	0.1885773144
	7.254525155e-15	0.1889322504	7.47147694e-15	0.1887418648	7.402783473e-15
	0.1891542047	7.612802935e-15	0.1877150796	6.556987486e-15	0.1877883277
	6.591387565e-15	0.1877426336	6.514566387e-15	0.1876578781	6.580988486e-15
	0.1876827049	6.558756993e-15	0.1877327862	6.644995936e-15	0.1877121326
